deviceId,timestamp,A1,A10,A100,A11,A12,A13,A14,A15,A16,A17,A18,A19,A2,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A3,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A4,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A5,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A6,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A7,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A8,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A9,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99
4404,1723170332,9517.432054526838,2429.1886336326884,7707.847305166544,9610.49821415598,6798.660014944929,759.2503339376533,2743.487827637724,545.2011918672639,4423.138719114496,3551.71817405057,6171.593508630501,1911.689765163378,7861.934502043387,7555.866228147441,8301.101838982759,5258.93421761246,4662.665067296167,166.67543022308107,9136.603353651699,1793.9727344620626,3332.0540721999037,7502.756823359019,1441.4659336416014,7206.332407362774,7998.278795047838,8209.505359854702,7780.262794912168,733.3523320535073,8188.667006385466,3106.7137136175593,85.43697147034291,6682.583926720007,5661.893922862706,2786.6384288461486,7440.69463321991,4708.605131324583,9494.898177375799,9780.24520173582,8655.483850533095,5099.63633159047,4090.300637789727,1440.0303659924352,8550.66799148601,1723.8658660021756,9478.366831912123,9597.86511340089,2087.106065498309,4884.795905087615,2381.6113883151747,7048.533270788558,2263.2715146371684,6193.938793790852,6278.203312903368,8097.073527721232,4399.061192956152,8162.326686383314,4476.6240987779875,2443.1059503123056,9690.803416291135,3049.373574497982,1240.9197970063844,7995.972038736384,1756.9698315732708,4985.068967419609,5112.059982368103,7493.651807007193,9131.005431979991,2648.9111450309256,7594.801789572611,7556.906188732431,2655.1669342289697,9445.77189079461,1874.6581383830774,6427.575999260838,3541.4238565825053,4028.472129774602,2710.0792577685497,2654.80353977396,7678.8761107488035,1713.4739257414856,926.7982171662337,6316.597632808706,2039.269470984214,8087.138108930023,4511.767219051751,8688.177718401465,8783.717788902075,5154.938540958407,9746.987208777342,8207.888615720565,1916.1465145457346,9310.40527519445,1026.3183591222646,3157.7298666956476,2770.9409346425673,8863.18918973439,1561.524783654006,160.64571717921194,3786.4163403832385,4319.004590433276
9930,1723170332,6730.674911890311,3256.6080516368156,202.89678360085105,3449.8745947375896,4994.428101911452,6771.87222924924,5479.663341255672,2684.4629564299516,374.9675328444546,6778.995462716337,6938.990008480651,5613.32905187276,3122.780311734863,7524.87062400858,5067.5263971988525,3900.472019234821,6304.585678893816,3711.247854767531,2354.895957872515,2631.966315968526,6404.541735610088,2244.2089554709664,1509.1607396872164,6970.123749841757,3699.445686960615,3657.474272359027,4735.241674617825,5134.258862983501,670.9657698069982,1659.3915149738737,4276.377359125179,5645.449121376199,7208.513127515257,2990.699092512327,6889.7351702748065,3460.2050736245737,9854.990212942968,2249.396133712862,5023.434249117332,8143.917857039752,4648.405133684271,4909.293201959512,9611.003803847205,6240.889969543218,1021.9111705265926,6034.436609557419,5069.908781464859,5911.255152159275,9313.621576899104,6775.867688242457,8808.241540538327,7772.070895289625,9013.998168474207,3838.2203547172035,2792.8527222859766,3836.4335983295737,6968.562320230291,6542.246744947686,7501.457892983932,8813.53132462925,4411.0740906352075,8118.633254285727,1041.3711184052488,2447.576971820499,6289.147605460767,4233.601816683206,5269.007413072079,6884.071633830672,6604.4122328223075,2208.0549533226044,6602.147551866014,4979.453294914352,2072.069359882689,2962.02990380832,6900.782963992447,7400.95536500791,7055.213215052511,4220.7041144454215,5761.012229841232,2134.8571350263724,1653.9700325283325,2116.0824115981036,3325.3107277705453,6589.161027830799,3859.491936560807,2987.251660532525,4076.6533904440585,4123.661779896139,3004.4101213057993,9700.086221707292,354.5836995700835,9380.224656910845,2799.790460364415,6877.497682523738,6635.191288753422,3126.692363027772,890.6335156458689,5893.709011263243,4513.011239819236,3871.7841386314235
1692,1723170332,8342.33560917053,5096.714931194042,5945.624915445287,5870.048165791828,5317.556809000019,9158.144116133422,3545.3567070983695,603.9081988559092,6392.333761802786,34.058178478266754,5955.242028213912,6023.753699021988,4283.815258529849,7777.482139859912,2020.3463657693999,411.7287518145207,6202.13806670646,1776.99182015289,890.4362022771006,2185.343886100952,264.6829883742785,8307.131964573236,9602.295861265138,5003.26221935135,961.8759549736556,9641.912625644838,7351.2582236716125,6662.19106709391,9680.437539094237,8144.38924476213,3176.6963984888207,5448.575737350181,1166.7841238964638,8465.752585604097,4638.3965587727835,5474.110510267242,2602.8069218678106,8338.283333534258,4075.176560632078,3986.7218925113534,6837.150102714347,4266.050800877605,8064.297994821408,4771.815084630199,2399.3592668922183,1288.8036368205226,4281.821549437347,4474.99601764638,8309.617854212074,5998.697687974137,2867.0158629888133,1274.5085387096344,4515.122820589341,91.83964868270556,5467.2555776082545,1818.1208927442815,3138.948531048914,2776.32131998366,7613.072064640073,9654.355545952994,3238.5091045047966,2067.6340832898445,4413.100710027653,526.9815161560998,6415.754599844773,1397.9285763008952,5685.554366027898,5444.806634978814,5245.566176001458,3752.1686536795005,3915.641328478989,2936.6600451661106,7410.2994283465305,7803.0895533996845,7072.198944132679,166.78305133908333,8053.686023496598,4763.11440256479,2505.018480115385,4028.3781443985645,2826.050502189793,5903.874304979341,8872.683808269396,447.6444017230541,4127.960939395269,6593.372690201733,3772.492594442619,8860.936187336143,6364.862703876573,425.25571062416276,2776.332878038513,5469.873942147859,4109.992291908291,7419.747770410463,3706.088286950068,8649.41324767429,8781.052150769827,338.76559766456535,7863.826905875481,4476.6836211069185
5556,1723170332,864.7845424211165,9785.44088297819,960.556466718866,6683.178490539885,8209.359787562578,9604.161547966623,7917.83536918694,1396.6070969171863,8161.11804865272,764.3910043236967,2511.0500047719406,3947.811239438532,714.5439595026947,7111.842789317161,8705.79833570705,1858.350880479348,6842.637339367981,4201.121521683003,6955.022355131775,3833.8879185783635,1288.3285286030655,9800.550103560648,3845.672274208042,4965.462283485745,7586.388160189867,9897.883530880015,2190.4794053089204,9893.200352862032,9221.332027561743,4222.9205331691755,6742.252453869621,9942.142375715219,2094.1881796981197,9434.462393041813,7859.282675769245,1667.8562712043033,6442.982057962561,5580.330230044808,447.91837092077236,6295.529894467411,8511.44217614704,6347.317376999241,43.983452246730835,2409.6167255958712,4950.81877692203,9181.06899702155,4398.947197140523,9344.80162271019,77.92753808611775,3630.1401373716367,2375.4028512554705,8609.201414733452,3499.7270964150507,6308.112244717111,4045.534046551621,6525.164636410016,988.7387931246283,4039.0247280187673,3158.7015607044655,5372.1389530736815,3372.460226996611,6421.983987879462,8732.236984579451,287.5314067043677,7911.354836955731,343.55230403517845,5075.080895430066,9775.18930892285,7835.171203498131,4616.2462927433,8413.943273413679,2968.0094291334703,8721.742257369417,7257.465319157872,8443.157562744256,9596.080355679876,7533.466408441327,7917.571058232274,4364.927738370809,3426.8732113173405,5983.438840614775,8100.419937668661,4510.885776006638,7428.881550443306,4180.750020442596,4925.699609057928,297.65919181486413,589.6554891521388,452.5920928759353,4124.557106645818,9312.406373626085,9356.869657362196,8099.038975292306,9280.741418246538,2000.1466841612291,2125.436007363233,5310.8554793589565,4270.303369826512,6839.437938838715,5715.543266455876
1624,1723170332,9687.112461252838,3592.9451707156836,4847.900734225072,3441.9150042203505,7326.583985251871,4619.567321476675,5317.175525178046,547.9003795407356,8422.514632137823,3226.288893178644,5993.148683723992,9281.145257660648,5993.038570950664,6018.884225708062,6644.322828484282,2590.3570445038795,6250.872569309722,8223.123628257432,5649.183180126906,2549.8830654633166,9013.127718757285,8513.756045911294,4607.280193235397,9473.098316046755,3565.584482749208,5284.6824372868205,1716.452081812333,3835.1910747012653,8114.356836093284,7534.925281767367,7537.420064702351,4732.769343039862,3461.9321920285875,3961.916752087523,4862.863290808732,5592.962408044719,8845.711744444405,8653.711840830378,6624.622158618106,4100.482132134225,3981.5073893846743,7524.1595539970085,6667.179351861432,2251.0895864089885,2915.127749047838,5653.354375480365,9115.771837512313,2349.5853568811085,6986.645599416652,4994.0521270771,4997.214189704644,9316.525996729439,2781.842075556046,378.2271663118142,6348.552409647144,2067.356499070825,1259.2792220350445,8986.688056434097,1096.0463440068302,6988.286963138062,436.7451960233992,6852.896024804573,6951.291881571906,576.3557368404437,667.7607557086662,7931.990433498781,1838.081725846885,4137.578009340939,254.06505110652122,870.5382635464454,542.9945176975492,7661.318349284105,7695.88725334201,5999.853668833325,4897.967094078967,8204.252577032245,4575.939953471068,7990.992679616476,6524.94820620584,3448.277827354005,5330.512586392957,9689.283485091068,5551.3816705760155,9021.70604785951,8952.479054790132,7049.551123601332,4689.17752275526,3845.226427121916,2966.0303910582797,8657.54647840417,3477.651208064023,6046.266811901516,7586.42835010789,2396.3213475458047,7423.672082462133,5892.931383842688,7683.125692175196,3874.6003290131316,5037.125270082039,3559.17725292592
6997,1723170332,832.2075504299853,7764.680118939703,3523.349098060459,4839.798588218857,5277.969951131716,4768.514642540038,316.26598271476735,4647.39136579761,145.08608678989287,5791.473514447315,8814.038899365303,4750.312881339749,4482.802839381797,5637.381697551196,1183.3586475946722,2739.895762578707,8714.082109722614,9124.801728245428,5906.5282287711525,1530.2408111119757,5450.779873625626,3726.5518777634156,9504.009196571846,433.8099133210982,4286.23177979921,748.6660886128527,4047.369186773342,3649.9476420294695,7493.809998229643,6927.199004441535,5561.335184530923,2792.8609946567663,7797.23668208674,3631.2144567653836,2781.9260910184694,2970.5978062234917,771.9460387273903,4406.7328687881745,9457.457231848015,1254.7133468803684,5128.153670457484,2387.7368097055783,7950.053692253128,2321.1782186727505,8677.949254185482,6130.501767204611,682.9706964777182,938.0901546838361,3234.3061201066516,7266.731476691483,1367.5675823047827,869.2700148597288,8325.203997835391,6957.688650777723,6015.151903742768,5244.262397248546,95.5625508473834,1262.729919013077,1634.5674496349072,6372.581306231743,187.9291822878759,5356.079549289309,6284.160529949315,8610.574541890684,6211.138775678501,9172.209971570393,1941.9512703558971,9933.135508244852,2388.7843702394593,2213.0622654959675,8180.259693355778,3896.0937511262982,5831.001166637294,261.9107573444013,6488.199437086955,9189.910496100218,580.8478957746277,5480.308434912196,4846.618280135436,2379.643917927624,1735.458087755034,4297.873121483318,5947.994585622547,4978.1428958114075,2904.2431396424495,4127.439780490012,8495.315147740443,9885.698195963972,9492.833427447898,5939.813809718021,1552.0507077338298,3691.650511522314,1652.4022356973933,8393.396844874833,306.322293949276,9884.21400961425,8497.508867830036,4528.869677964926,6434.841238827718,7567.733571539233
4861,1723170332,7026.854106294157,5451.36144085168,5175.806376485955,9514.890731056988,4289.389484415094,688.9086739932071,8095.434209981869,7125.305900271087,1428.9864015367991,9212.455544982378,8427.317652466865,4872.437593415028,7612.609976329188,9383.68901531469,4982.597884734976,4656.755043548054,1788.1823099980597,8683.967031607466,6003.233834172797,8708.18185442704,4046.454858972981,8768.889578773636,5894.12042391997,1217.6597741837402,2492.5936577983853,4747.099921373106,4294.931218425237,8407.04746988138,7287.347262646607,9732.186111412377,7931.247350140723,7523.866527891035,5661.951062824384,5258.598896992988,4694.893699760554,8066.555198832187,5316.01864791054,4629.003672345584,5676.508407108162,6051.704772637796,6277.018295103739,8426.843324481366,3378.5299395980583,9967.814195715333,9405.413151844932,884.2396240529671,1775.2233858386946,8178.147105854478,1563.907130526353,657.482521733922,2221.787927884331,8000.505559682261,8308.822747267952,2374.1424381531574,6280.18728564541,7350.423476345176,8510.198090220285,1047.4935569006582,5605.336290253879,4713.880335435081,6242.172603731404,7287.294930956616,3881.1173814194653,5685.35518879629,4405.610900915549,4582.067092374341,2333.2946815731316,2731.4055758929735,7918.742798736531,7668.4710231777535,5335.746386846948,8048.590222184785,8035.660336886492,9435.526905653305,8053.1776816105985,1742.780380308775,9027.295823700482,4763.845148388146,3580.3078179268186,3143.535840731244,3773.1111718176726,5758.58132427279,4087.5431832130525,8696.390196816397,1093.3600365698749,59.21674694132517,5010.847842784177,3300.5505359223052,5189.365018402707,587.6602588418444,6811.85049404286,3662.1555563332586,4871.818692442275,6107.723631219575,9212.61017979711,6386.444013497543,6271.34478566937,9690.619067012043,1119.4112097032737,7987.013704388959
6642,1723170332,826.1253393004164,9527.618338175222,6588.321851942745,8164.636702417572,8374.421687397215,755.9569071653926,4763.1909533588305,9539.964406003082,6071.333845301353,8381.099470994648,129.93677713752595,2550.5274015875466,4637.180728302803,9427.366090577485,3601.5060734225813,476.1099357857246,1273.2027129775613,9700.79420584571,4794.268887281591,1843.8479461264744,7842.342225453013,3587.976480288466,940.3296779301728,9161.981928555244,9569.033103123294,4790.871321559262,5909.779464448951,5506.493666150633,5714.551031640377,3249.3796968611964,1331.7896955494823,5089.421923904091,5615.561929310738,7127.274596157197,7774.622888206919,4713.440568646403,2778.799477477141,5096.79207155501,1439.8641848584125,5964.869247415694,9844.607899143433,6022.778350263108,8829.13571388296,8494.394187014923,7506.908592491181,4061.7007561680307,7896.410872268276,7978.766334952891,3770.0956030836987,3719.2706853215695,8523.197469812167,7273.326199366382,631.7979144860219,4142.728865699975,3030.6406393319585,1572.6501131583082,9794.931670914644,6485.684133472245,4357.425405218355,8957.34600282418,7007.1614585815405,4714.099567876036,4009.356016216359,6954.827075600968,5613.093868972089,6812.090016042909,4428.448672010639,9735.603878712564,5324.747471226522,7927.748691981753,9599.499468437283,5038.7762557784745,355.22029618960005,2386.663083500707,4452.889283022955,732.0745489427516,1885.1012874848861,7921.5534845396405,8804.136703629947,8967.915109374751,4335.935037087422,3579.0629086828562,0.026295665017661563,2889.1810325586553,1367.0511764143878,1959.896733250236,9796.89345674948,4052.6536515309463,2829.1594382295725,305.5279150599921,4380.635154364371,7593.262909191245,673.3957290056392,9190.855356596288,8098.748530402107,4277.547573095812,4378.641553055417,4883.325332364995,7960.334100326426,1653.293920393034
2615,1723170332,7495.121328894792,5024.603573622127,1092.82714888012,6311.407753290475,7915.180540029723,755.5701361616462,1139.1668073464634,3508.0327045105796,4753.292694071598,6776.518738481599,9511.537293742664,2387.276792780104,219.20574323072483,560.4032016294236,280.13839423209896,1.701416610661033,9382.00545565629,7397.522244695709,2120.558304261521,1704.9553359103686,959.1229108525223,389.45819916049504,3165.0514410530127,3565.8853450897245,5987.883859481707,1708.807545093265,8253.973428336976,8029.471765176781,8036.669646420453,1906.3073868180659,7988.954622252201,2772.83011370712,4046.7217121571452,1580.4794776678123,3269.7849688065926,4079.960114734259,1256.3281696144002,2583.8173558191834,9746.087270514772,8189.932591161398,1007.1338311925992,4628.611786780534,4367.795964050645,3674.049859462646,2915.8497106902846,9611.765621089382,468.1437589492476,9386.02976762557,4059.3040459899166,716.6832490051212,4143.254556758121,3028.8042351235576,3630.378588565517,6621.995634348978,6949.934492108449,7910.426767143809,5684.9994617614675,960.1635028485389,2099.310302856827,2503.564857855387,4236.080110022801,3640.5541912346152,199.14048454121257,2255.7178888482476,4576.536836276959,629.2731464759494,2057.884012958474,3026.8826523187986,7239.368723365658,4994.326342599118,53.85026694992745,7945.379952087555,5526.700319629592,3306.457443849301,4997.570329882335,5907.34587014207,5652.629488534442,4398.01768156622,1488.1930721179083,2452.050923010799,2289.679564638324,8031.036670012292,7063.4054082259245,5698.720296297813,1188.6141986745936,9674.725378591293,5870.270533904286,8274.273377008829,8772.971940146774,7873.926059221175,4347.814886171251,3660.515512178402,6188.03660198545,995.1647244038164,2874.4904755180823,2227.2821436652234,6453.931311774993,8016.406118883823,7336.622727418187,9967.29067001723
6548,1723170332,7599.710110950616,9765.790762891256,1986.5840205477248,2215.5547265112627,1525.310298697844,8405.950598318628,7231.661362899462,8113.163647668329,6323.961628254851,2417.2685055307197,9384.33273585728,6324.8643092789025,4180.543551478433,4483.501100992367,349.00572026286494,3470.3776558895115,5714.917602206388,5117.84992375062,2966.055640022597,5504.555821220527,2724.0303778148277,8823.468284161672,3391.0949183042917,8796.012929256452,9384.046963526504,5811.5356109565855,7596.37998493206,1513.445966254775,359.84503813942695,7181.300709534258,1307.9903549663563,846.1296903279148,3238.628888919537,3185.353902758179,5986.062577861384,4433.769123967029,7499.89376568162,6847.665228096755,8628.704687092497,3338.3888909098823,1685.8225616721688,7935.468944152538,7743.49484178623,2798.8140802127828,7303.766399785725,46.696141918927125,9498.308347479213,5878.366050379265,8790.944296763082,5404.324852160821,6275.412627258732,1065.5484020998595,1852.3429788476308,1385.9944053838913,2195.04414819522,5764.103680763308,1571.4592384705184,3741.5800822302504,1015.3565879040971,8668.111960432505,889.2216870715819,4832.013895711147,1669.9871401442,2328.078661312315,5714.713705684593,2850.2606680992526,8871.477423011795,846.7643287292436,9012.870104959089,3258.708465947028,4322.748860559113,9646.72156767199,9315.690835334446,47.81669970090441,6607.161678593423,8048.7928013675555,9958.46881176073,3428.3338699457468,5748.843305196825,3651.3979924138594,5641.480666765908,6305.442120109771,1962.2257182604308,2664.537289059574,7224.801246628779,1280.2773209334716,3819.4249534344117,7466.56122903606,931.9184714153217,3940.526303015118,8136.797398231646,5114.076017998112,588.727874111954,8915.481146530612,960.948063081819,4359.637532039738,9234.019440406692,6927.696092011616,4491.101052283032,1659.2739053278283
